,product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,count
639,6987398dff454a3138231540e2a6ec61,computer,38.0,209.0,1.0,1033.0,16
540,4025ee582ef6b8c478af3b44cf89054b,bed,60.0,58.0,1.0,200.0,16
631,d4dccae17c83ffbaafc50d763503e9eb,housewares,59.0,474.0,1.0,3070.0,16
259,44a5d24dd383324a421569ca697b13c2,telephony,55.0,55.0,1.0,300.0,16
475,f5badee8a0e679f057ec0ca4f0f32dcb,construction,59.0,427.0,8.0,450.0,16
1122,1b2066a33aee5851ee3e44b10b36b3c8,decoration,40.0,402.0,1.0,1650.0,16
963,59ebd2c07d59483d0855b5b3d5e18728,telephony,58.0,818.0,6.0,300.0,16
1131,2ea92fab7565c4fe9f91a5e4e1756258,stationery,55.0,178.0,3.0,10600.0,16
129,e6fd80a00ebb1a3e0d58a38555fbbf2c,computer,31.0,600.0,2.0,500.0,16
1001,50e1b118f266b655f613f753914c42db,bed,44.0,630.0,1.0,800.0,16
552,eecc2c78b528d8073b4f1c4bddf92aae,computer,36.0,377.0,1.0,600.0,16
164,01c9a70868bec5b748c67fcc26ce5895,toys,39.0,601.0,2.0,750.0,16
423,fc1449f3ffc59fd2eb9640505aea0581,computer,46.0,345.0,1.0,1400.0,16
608,dc881ef926ca402063ea142afc83874c,cool,51.0,863.0,4.0,2100.0,16
1480,f8077831f3c3f393fb67b93c5acd8daf,house,57.0,921.0,7.0,750.0,16
1570,665aa1d687284a4d2d2b74c0c6724625,bed,60.0,259.0,1.0,1550.0,16
585,6c50c87e36d8641d67fbcceed5cfec5e,gifts,57.0,266.0,3.0,200.0,16
49,a8d952e8e5436a6fe36d24c402d100de,telephony,60.0,540.0,6.0,300.0,16
1552,7868a64aa111bbb4f41f8e1146c0becb,decoration,59.0,438.0,1.0,1200.0,16
415,c8abdbe349a97073e7aebc795be55bd8,sport,59.0,1569.0,3.0,2150.0,16
52,2bb3e85f2a403543fdb64e266e70c792,toys,57.0,925.0,5.0,19450.0,16
625,5c3aca5c078a343b3b873362e7ac2fcc,gifts,33.0,307.0,1.0,600.0,16
263,7a7be236d8368315680071df4209dd4e,decoration,55.0,199.0,2.0,850.0,16
565,33fca9d59532dd4c191217a979346ab9,perfumery,51.0,750.0,1.0,431.0,16
629,e6b314a2236c162ede1a879f1075430f,computer,47.0,284.0,1.0,167.0,16
427,59f09deeea7c839a9212a19f3416b892,housewares,58.0,1404.0,4.0,30000.0,16
233,6eb70dfb283dc3f645ed7b03c990dc72,audio,31.0,251.0,2.0,343.0,16
62,fc13bac52be6640d9a77f54894e2c0e6,beauty,42.0,1158.0,1.0,550.0,16
768,183c95ad186f48c320bbac4643829d3f,fashion,36.0,412.0,5.0,150.0,16
879,163e6400e6dadd0fe04775c5e9331fda,babies,29.0,462.0,1.0,500.0,16
875,f71050e65776861c8c3ec7a2d2b0194c,housewares,49.0,506.0,1.0,3050.0,16
1294,0b0172eb0fd18479d29c3bc122c058c2,electronics,53.0,265.0,2.0,150.0,16
1608,03e931f387c2dd5b006aecdb12515b2e,bed,55.0,560.0,1.0,650.0,16
778,a0d20b18f2a06b34206ba5933b4ec05b,decoration,48.0,3571.0,1.0,2600.0,16
448,f2d649f157cebee085ed738f23d5d6b7,babies,42.0,596.0,1.0,350.0,16
786,060f0122cdc8f25db4a0d7359fdae7b0,gifts,50.0,835.0,5.0,250.0,16
131,077599a82ee54960bc4f4c941b0d1359,beauty,53.0,1140.0,3.0,1600.0,16
865,b2855c4e42b8a50f359904c6763eeddc,office,35.0,2245.0,1.0,7625.0,16
1227,00ba6d766f0b1d7b78a5ce3e1e033263,housewares,52.0,418.0,1.0,7850.0,16
790,521a361808bedd9fffb32181e501e09b,housewares,40.0,220.0,3.0,1200.0,16
1280,68c923fddf7f83316b53252eaf830724,cool,33.0,892.0,1.0,1000.0,16
1277,0bdd9a52d192d64770e33ae559512478,gifts,55.0,324.0,5.0,250.0,16
445,8b5227e28272123eefd613a10ffd7704,gifts,51.0,404.0,3.0,820.0,16
806,3b10cf7d1e08c598428ad6eb7c59d09c,bed,59.0,775.0,1.0,1550.0,16
498,6ac3978babf6ca76087369391bb6ce5a,housewares,22.0,930.0,2.0,1683.0,16
810,fa4e8255202fd921350a6fc716710dae,computer,51.0,2025.0,2.0,350.0,16
495,9bfc55df037ce3ac01bfd84781adf7e5,audio,45.0,1654.0,3.0,530.0,16
812,f3ce47ccf98da2906f6b8b1387618e07,housewares,59.0,987.0,1.0,10250.0,16
1241,f521813909e310116b6b2f0b11f3dd44,decoration,54.0,576.0,4.0,750.0,16
850,ed77034b92386a1a8cfd3c648d715dde,telephony,54.0,503.0,1.0,317.0,16
197,fa381a4a9af65ea5fc8f3829214045f9,sport,60.0,1351.0,7.0,3050.0,16
338,2635c3e7db0ac6cb3e733cac61ce0ba5,housewares,45.0,466.0,1.0,628.0,16
1246,82b73150f90f4fef92913e35b9984bb7,housewares,40.0,545.0,3.0,2200.0,16
841,0521fe3eb04940304b489d0fb49a37dd,garden,58.0,686.0,1.0,1450.0,16
921,c45f017c36f9112a8bb4f170edfb1870,bags,45.0,702.0,1.0,1400.0,16
773,65650c84064ff1a79e4a05988f4c3e9f,housewares,57.0,231.0,4.0,975.0,16
1307,7612afaa8218e79b3011243ed9edea9c,sport,53.0,1135.0,5.0,3450.0,16
79,f9be8e0e5acd947d8f49dbc390b9ab20,bed,60.0,322.0,1.0,2400.0,16
688,e070a61270050c4b1b704300f331cca6,pet,57.0,558.0,1.0,850.0,16
1011,82a61259a621866c4ba63743da29a342,sport,57.0,1307.0,1.0,4350.0,16
912,f7e5d0186f539b61586d7ddd247d2996,decoration,49.0,833.0,1.0,2900.0,16
366,e78506414d2563b6414cfd84b7fa0802,perfumery,58.0,827.0,1.0,460.0,16
1169,429e7401fafb76436f15e86498bd7364,bed,60.0,233.0,1.0,2500.0,16
401,cbdb9bf611328898bd4b32a384506b3a,office,26.0,945.0,1.0,12700.0,16
713,6a0713a63e990052795623e76cc2995e,bed,31.0,151.0,1.0,900.0,16
519,64d0feb1bcf9c7fe7b5dad3271c10910,decoration,58.0,696.0,7.0,750.0,16
369,dd60cac04e6bcbc919cb1c7dcc473211,housewares,59.0,379.0,1.0,900.0,16
517,be1c4cf8a2d2aade623eb7a646d2a0bc,bed,54.0,508.0,1.0,850.0,16
8,98190f6a2c3253d07ca86525bb238162,electronics,25.0,813.0,1.0,1836.0,16
1353,17ad136b7421ea8690fded631b651158,gifts,60.0,112.0,2.0,250.0,16
1062,3bf95cf337a8c87435a2949c48350fc7,beauty,59.0,1538.0,1.0,2017.0,16
1525,ab1106e227a745836a0dc83b374e2575,foods,52.0,869.0,1.0,325.0,16
733,7b44e5ea770ef06810f5df89006cc8b2,electronics,57.0,989.0,4.0,4100.0,16
891,779dd392d4fbe5ca656bf3ceabecbf0b,construction,29.0,1530.0,1.0,5450.0,16
766,62c89abe1afe3a23c17765d462718a4c,perfumery,51.0,805.0,1.0,540.0,16
102,08c816d9a716567bf436173ef6f5f12e,electronics,60.0,740.0,1.0,150.0,16
754,9ee8c8a931dd4d34148aa31f54ee93c1,perfumery,56.0,571.0,4.0,1700.0,16
215,d6aa421b9567e3e2a3a0caf8fb846cbc,housewares,48.0,546.0,1.0,5675.0,16
757,0bc5e6c957486577f11519bf36577b38,beauty,31.0,1356.0,2.0,525.0,16
319,9e2d3a8d8ffad53e2e35282a2020221c,decoration,50.0,531.0,4.0,1600.0,16
1598,0eda6e310c91549299a2f97d0354f7fb,beauty,34.0,905.0,2.0,450.0,15
130,9f7b48e2d4e4d7375f71a10791faa1b8,bed,42.0,507.0,4.0,2050.0,15
7,0e40b1ed4cfd3da1962ec91913e54ba8,electronics,52.0,424.0,1.0,175.0,15
1531,b40ec43bdfc6d6fdd65e882066a5c895,computer,51.0,421.0,1.0,760.0,15
21,334995514673fb6bae67885458b52984,housewares,37.0,261.0,2.0,250.0,15
1614,28beefcab28e6a3b659bae1bf1cbe453,telephony,54.0,880.0,2.0,250.0,15
346,4180a49d4b879e727ad2c8e82a9f4d87,sport,54.0,1598.0,1.0,250.0,15
411,cb6c1c21ebc9c153a7baf319c515657a,computer,24.0,718.0,2.0,200.0,15
1620,ed00a8453145186b3f071f1e3edef33d,construction,57.0,352.0,1.0,225.0,15
1603,196616257eff8bc851dc4fc041cbbbe9,living,32.0,608.0,2.0,9750.0,15
1588,4c82c8d31845d751d797debc3d03697f,computer,51.0,872.0,6.0,145.0,15
1063,3f3695c50cf443bfc1058ce0c8ab6a46,electronics,39.0,376.0,1.0,175.0,15
1249,3429d7e4892a2df967fae671f4c98deb,beauty,53.0,1125.0,3.0,5700.0,15
1523,946344697156947d846d27fe0d503033,bed,55.0,619.0,1.0,500.0,15
72,9d395a6bc9dbad2dfe60c8c92d8df397,decoration,59.0,2001.0,3.0,850.0,15
1362,ba9f160a6ae1c23f25d690fd06fe4fd8,toys,56.0,707.0,5.0,7050.0,15
1361,d0349534ab9b46b98d13a53051310f24,computer,37.0,288.0,1.0,300.0,15
1343,44a6e4ecf7b48f87481c243383b1c4cf,beauty,51.0,1278.0,2.0,230.0,15
1190,564f6ff7ae760d6eda6d32c551724036,bed,60.0,298.0,1.0,2500.0,15
1320,b30d7b0adcdc4a117f455472548155ec,home,60.0,1014.0,4.0,150.0,15
1300,d6bbda35f0b8505c2f824f1d90295855,toys,45.0,317.0,5.0,250.0,15
100,26b2a480ced2900a62bb9431133e95aa,construction,41.0,971.0,1.0,1050.0,15
1213,985c412b0ac92ed9d8a76bbeab6d44eb,decoration,40.0,370.0,3.0,1800.0,15
395,052413504e5295cd66ec4ced0b310062,gifts,55.0,570.0,1.0,165.0,15
1290,ed5122a6a757a4fea8f32a6fb95a5135,bed,25.0,250.0,1.0,1938.0,15
1288,394b16cd32e9f883365dd7ebac4edbe0,electronics,53.0,377.0,1.0,150.0,15
1237,68bf40b3abd5ffc25981c25df9ed9087,stationery,50.0,201.0,2.0,8550.0,15
89,52e5fdcb5e51164483d584c75bd3a478,telephony,55.0,211.0,1.0,150.0,15
1242,2acce4db469045e8f9a863028abce19d,telephony,52.0,434.0,1.0,50.0,15
1243,4cafc445fc7535c3b41b8978c0ce68dc,"industry,",36.0,1109.0,1.0,5550.0,15
391,43b54d1fc56ff394092a3dff6be2d39f,beauty,60.0,919.0,1.0,150.0,15
392,50d77758742285ff49f340ebdf0df5a7,home,56.0,953.0,3.0,500.0,15
1365,bace90a7338e9d31371ad47811cf4c7d,bed,51.0,2253.0,2.0,6450.0,15
1392,425db55cb3b0f5b18a2d9964da31c3c0,stationery,58.0,850.0,2.0,450.0,15
310,f3c5707e7c539ab6533e3611da02b648,bed,57.0,204.0,1.0,2250.0,15
1393,ce066f4a83649651549d717c9b566816,sport,49.0,831.0,1.0,2300.0,15
1100,3006b8f5b476750a03137c1b2755cea1,computer,44.0,2911.0,5.0,100.0,15
1107,cac52d956eff0cacf32f4b0f0f3aac5c,housewares,52.0,557.0,1.0,450.0,15
1517,44fc450365728c413fefc547592626be,portable,28.0,1426.0,1.0,1833.0,15
1506,090ab1523d3fe5832c09a55b7195e32b,telephony,41.0,391.0,2.0,117.0,15
1505,36bd3e4daa4604d112f17dccd24ee59e,telephony,48.0,419.0,2.0,150.0,15
1498,db6677c6f890ba1730c0b75bd8132579,beauty,57.0,615.0,2.0,950.0,15
1129,8c38d21062ec6ee492c3500d01150b7a,electronics,22.0,816.0,1.0,250.0,15
122,31c1d1dfbb4b2730140b8bd9248bcd58,bed,58.0,58.0,1.0,200.0,15
1487,f76a9967d2129cda56d7b3be6cb5c9cf,telephony,58.0,637.0,2.0,183.0,15
1135,97f1396a5a1f7c07ba51784efdec44b8,housewares,60.0,1632.0,8.0,1400.0,15
1137,568b50dd27d5d76c97dc2f871cb93e9a,bed,52.0,506.0,3.0,3225.0,15
1468,8232a265a535c1f886b38335667be2a5,babies,59.0,1133.0,10.0,800.0,15
1142,e8c6039a25765995ac7c1ec2cbef5765,gifts,58.0,364.0,2.0,250.0,15
1153,f03859e4cc21018569f5ae7a03897ff4,game,47.0,458.0,2.0,150.0,15
1414,2fd91ba79b5f4f8342b67bd79cb54b3f,toys,58.0,761.0,3.0,450.0,15
1412,e456721fdab66b576664c035ad183965,fashion,31.0,125.0,4.0,150.0,15
1404,5c6a3e484e7aebf406c2045718dea406,beauty,49.0,451.0,3.0,1150.0,15
1035,982565327a800a467fffeac070672ea6,electronics,58.0,945.0,1.0,1167.0,15
1058,b944aabf1fc45c01599ee96c7f4d533e,electronics,60.0,246.0,1.0,150.0,15
883,0a9a9c25c5a06532d1766e00db833a7f,beauty,36.0,365.0,1.0,100.0,15
624,b09790edda54333116f9cf1decc580a1,bed,50.0,148.0,1.0,400.0,15
595,457cd0a99cfa977993e4eb6d98d95abb,telephony,59.0,777.0,6.0,350.0,15
711,91442659f31ec0f0fc73215e77854fac,gifts,60.0,661.0,5.0,300.0,15
842,2947c2678aab0b7bfc86dd062d9c3318,perfumery,36.0,412.0,1.0,532.0,15
703,78b7b1ff2d3f06a589354ddf2f4f9db3,perfumery,31.0,355.0,1.0,448.0,15
440,f4f4debbcfcafe6858d1e37a1f6e436e,office,33.0,1190.0,1.0,13867.0,15
287,9bb2d066e4b33b624cbdfec7d50b3dcb,pet,53.0,1494.0,2.0,900.0,15
221,caa41bf17e27022341da028e79152c4c,beauty,60.0,365.0,1.0,180.0,15
665,2b939dc9b176d7fa21594d588815d4a4,bags,45.0,702.0,1.0,1300.0,15
695,550dc4417c636abc04c71404342de695,computer,43.0,518.0,1.0,1238.0,15
520,0f91b6a95a57a43203a9b17de98960d9,beauty,23.0,274.0,1.0,390.0,15
576,f4d450a6163f21cf9db8bcdf8c7e50f8,office,37.0,92.0,2.0,12125.0,15
623,f67ad6b3366ae186b8d29087e6d5ebd0,automotive,55.0,998.0,2.0,100.0,15
901,226be9996759442f90f73b7d24c6baff,housewares,50.0,246.0,3.0,1950.0,15
503,e15cee02291017f6f12b4115ffb417e6,decoration,56.0,297.0,2.0,700.0,15
155,61509eaebb2d4bd1a7511b1a75703f8c,housewares,50.0,500.0,1.0,300.0,15
451,a3ceb95649a48c0c54ae4bd1dd66d035,telephony,56.0,279.0,2.0,170.0,15
275,9e0e152552a1323f7e5dcf63d50cdae3,perfumery,48.0,969.0,3.0,400.0,15
794,37eb69aca8718e843d897aa7b82f462d,garden,43.0,369.0,2.0,600.0,15
536,750dcfda0a9788bba89c94bb82a322db,housewares,48.0,197.0,1.0,7350.0,15
560,839321c2db7b3b3eaff4944c3b052ecd,housewares,37.0,570.0,1.0,1291.0,15
682,7614c62b86a81021243e438cfde78ccc,beauty,53.0,1135.0,5.0,9900.0,15
762,37bc5c7b7dca15cfcbe282fb0dd0bab3,housewares,55.0,1117.0,1.0,500.0,15
294,aed75ad669fbebd5a385ac7cc2ae7573,beauty,42.0,427.0,1.0,30000.0,15
965,9048cbd294fe0c1a3ec8c8248bc2cadd,musical,63.0,927.0,9.0,7500.0,15
964,0dce093fc7ec4dec214256df878e3c08,gifts,57.0,1049.0,3.0,200.0,15
953,03e4e6709b7d6415746769c0bc3e9131,toys,42.0,762.0,2.0,3890.0,15
504,08c63555bbee955cad9c6a9feab9e9d4,housewares,38.0,193.0,1.0,11350.0,15
618,e178e8610a35f4d6c9b0934fb5e20e85,beauty,33.0,577.0,1.0,929.0,15
721,9afaad66aca8b0c79e4f084a89c9c92b,telephony,44.0,965.0,3.0,150.0,15
1028,80df62ce491a20d390c9f69402310f0a,computer,35.0,1101.0,1.0,300.0,15
872,fc7138a8f96aee8302e42916bbbbb818,electronics,54.0,1460.0,2.0,161.0,15
483,7721582bb750762d81850267d19881c1,bed,63.0,837.0,1.0,1400.0,15
715,3a7c9b0413d7b9cc7f4a18318fc5afb3,cool,52.0,797.0,2.0,1500.0,15
193,c1ad8ac66c91ad301cefc322ba2adf31,gifts,44.0,371.0,2.0,757.0,15
857,ef8856db4e302ad33dc4d91e40f7593c,sport,29.0,531.0,2.0,1350.0,15
222,2267f81f3634e3fdd5d27151ddad3c26,cool,53.0,419.0,3.0,9650.0,15
500,c5b6cb0ce3279d64025831b972bf5dee,stationery,59.0,354.0,3.0,6050.0,15
501,013ee64977aaa6b2b25475095162e0e9,bed,40.0,519.0,2.0,1350.0,15
1029,9fc063fd34fed29ccc57b7f8e8d03388,beauty,48.0,657.0,1.0,750.0,15
437,cb92637d91f8267856d2143b6fc7bd9e,sport,49.0,1806.0,4.0,250.0,15
714,e3dd336775af78a83fc27ed85f0f15da,beauty,47.0,1267.0,1.0,300.0,15
604,b01d34f6d2545269d348181768eca049,gifts,59.0,112.0,2.0,150.0,15
716,b3b0bce74668bf355cbd94db1e4d17b9,computer,44.0,1133.0,2.0,200.0,15
601,a8b0dd2c57b49b649373ff5a495a697e,computer,54.0,3675.0,4.0,350.0,15
927,3bebad3cf2c8d1a8d3ce97174643e054,agro,49.0,903.0,8.0,500.0,14
1156,e68a5a5626c4b1bfc5ca78202f898300,cool,53.0,940.0,1.0,2100.0,14
176,1c9b5793de6c3d9117b6218552c87a8f,perfumery,54.0,956.0,1.0,50.0,14
96,8b6ed41158b194711f83b8da92757544,sport,52.0,490.0,2.0,1182.0,14
1537,dc68ee0fcb033a1ab6714fbb5db60c15,decoration,37.0,214.0,1.0,1500.0,14
252,b596e2d70dd2f5fb5ff9ee2a1c803e5b,sport,53.0,748.0,2.0,6300.0,14
915,ffa7e0cbe11656d11a117b534bb1db27,beauty,35.0,752.0,1.0,100.0,14
1282,b4fc7e84dcaf2fcf3edb234e30362929,sport,55.0,3876.0,1.0,1300.0,14
877,07821918ef487fd64eb20b3c8aeb897f,computer,52.0,1873.0,1.0,267.0,14
789,6c8b2975a4a05d1f36948b20753b29ca,garden,47.0,895.0,9.0,1500.0,14
1543,4052517cac9e78357d895976124f6972,electronics,31.0,736.0,3.0,800.0,14
1433,cf8316c961640d38321241895b7811c2,bed,56.0,189.0,1.0,1800.0,14
385,54b755678728b84472c2b654ac4de777,food,26.0,2427.0,1.0,200.0,14
1430,020a80cb704bf65f38761fcedf2af192,automotive,35.0,1512.0,3.0,800.0,14
558,8d4dac6177fb8134f26fb4c5cc6c0aff,beauty,52.0,1649.0,1.0,250.0,14
247,508d5e8ce8e79bb506f9f0c096b295c4,office,19.0,930.0,1.0,12775.0,14
1144,72a30483855e2eafc67aee5dc2560482,sport,43.0,869.0,1.0,967.0,14
1229,23ed7a10a36c6f88a757a9c83df9ea20,perfumery,31.0,329.0,1.0,471.0,14
944,02ee0862685e90b57cc241b7c9885f95,perfumery,55.0,784.0,1.0,555.0,14
1427,3ce21e38e6a3060c20f4e74bdab770c8,babies,57.0,1340.0,4.0,5508.0,14
1553,3fdb534dccf5bc9ab0406944b913787d,hygiene,58.0,634.0,2.0,600.0,14
210,efcef300fe9b2c558a8ea258127f6e6f,pet,43.0,480.0,1.0,7300.0,14
469,78819ab10b4a44927c832a21c06849e0,computer,53.0,3330.0,3.0,1100.0,14
910,3bbacbe586e957acbf26c63b3ed532a3,pet,53.0,1687.0,2.0,8750.0,14
1174,2827ebfb043a328a13a06ca9165cad0a,bed,53.0,637.0,1.0,1350.0,14
796,145028037adecb27b1a58cf9597676cc,office,37.0,1259.0,1.0,6650.0,14
357,610c673331ac3c4fa0f393ce5af9aa2e,electronics,43.0,381.0,1.0,150.0,14
874,1dceebcc5f23c02ea23e16d5bedca000,music,47.0,117.0,2.0,550.0,14
614,03e1c946c0ddfc58724ff262aef08dff,housewares,46.0,465.0,1.0,550.0,14
854,70aa499facb0946dc40ff974166fd522,automotive,58.0,1683.0,8.0,2700.0,14
94,29fd9022374ff3fef2e8f82c39b4133e,bed,57.0,427.0,1.0,800.0,14
613,5570e58fb62fc2a83e5bda3974e35be5,bed,55.0,273.0,1.0,1050.0,14
593,332842d24e84234cd91299a225de76ab,gifts,58.0,1209.0,1.0,1750.0,14
352,6ae38d49db7fc65ad1779828542aecba,garden,42.0,317.0,1.0,2300.0,14
92,90ef6790cfc145cf45f9c476d1f47af0,stationery,49.0,241.0,3.0,6100.0,14
200,09c3a2ea33f044aebffecd6681e00133,decoration,45.0,494.0,1.0,1150.0,14
397,caf540627b7914ab734c86495fdc95ee,decoration,54.0,769.0,1.0,13300.0,14
1195,121f7f44c9e25be4873ca9296542ebd3,beauty,56.0,2264.0,2.0,1025.0,14
836,5994a2fdff4b0f9ca4376c4226adb442,housewares,42.0,464.0,4.0,8300.0,14
833,870bcc6c58e03ca658cfdd13db4bbe28,computer,27.0,428.0,2.0,487.0,14
1188,e54464e95c9fb80e4edefa0ba49133c1,toys,57.0,927.0,3.0,800.0,14
356,fa7be99321f2dbb1e518d2139ccb1d39,sport,63.0,1908.0,5.0,500.0,14
254,7ac5f520abfc0589418bc7c76cea7a7c,bed,59.0,349.0,2.0,1550.0,14
50,8934769521d632e65c27992662f05673,cool,26.0,1105.0,3.0,200.0,14
51,50f1880f1989251727fbbfe8c0a346a6,cool,54.0,661.0,2.0,1450.0,14
1493,84d2057bc1f88332d0892eea0e997d28,telephony,60.0,734.0,4.0,300.0,14
295,ef0e165d773ec293c5aeb5470a08b183,cool,57.0,1620.0,1.0,2250.0,14
1221,62f423e57a8c157d3877ee5867d7db88,computer,51.0,2385.0,1.0,50.0,14
869,0ec7b6a863e219792bc4d50d3a62a839,bed,60.0,2596.0,4.0,7474.0,14
632,59c5e6e108b88212fb98525c9000ecfb,office,54.0,954.0,1.0,8217.0,14
304,38273c03eb0f88327f62c1d521260623,computer,49.0,823.0,1.0,150.0,14
1491,189c49b159a847050e52afe5ec8d42c5,bed,52.0,350.0,2.0,2069.0,14
1173,4293865e4ead3d446609086b4cfedb4f,bed,59.0,189.0,1.0,1650.0,14
1529,cf5fb18f3ac3f373759295cc8ba3e2c3,beauty,57.0,450.0,1.0,1650.0,14
1557,fb1c85ab4adb8f0fd63d3e2156e51f4b,sport,33.0,2213.0,1.0,217.0,14
1306,4308439e0d80d5fe03f17ba83b57c493,beauty,61.0,3745.0,6.0,600.0,14
1332,b4f9530c931398e215242293c2c8ba4c,fixed,59.0,1542.0,3.0,283.0,14
725,0ec96e6d31a1493b0475805c9ae1a0a2,decoration,48.0,409.0,4.0,1450.0,14
281,ae17f8265a23421715164ab420b62b36,housewares,43.0,595.0,1.0,1050.0,14
526,25d6edcd216a9ee579f19f92d694f7d5,telephony,57.0,1568.0,1.0,100.0,14
125,b756577e274d3a4793fc27209d7072db,beauty,57.0,1502.0,1.0,200.0,14
65,8173ca41cdb176462f9ae79821a48404,sport,57.0,382.0,2.0,150.0,14
374,3a362c0e7f9a69276e2d95869a3e143b,beauty,60.0,919.0,1.0,150.0,14
1342,d952c09021388fd5b1e5f914f559fb10,telephony,32.0,366.0,3.0,75.0,14
321,2e513e110e3f95926fa3d1ac44444ff4,electronics,56.0,320.0,1.0,150.0,14
1076,c5d8b84a90f73bd09c30e71e76caaa11,market,49.0,415.0,6.0,1150.0,14
1075,9af7b4a3262141c12ba9bd489a8573c7,market,37.0,1246.0,3.0,700.0,14
1346,ac8e7cf3a658f63dc68dd7f3b8b5f97b,sport,54.0,3481.0,1.0,3100.0,14
707,222efa72a47277d611b8b38d71149afd,housewares,56.0,148.0,1.0,300.0,14
1351,11fb16e86df4d50cd2c289ede0b70f42,beauty,48.0,1240.0,1.0,250.0,14
1604,7dd3fec3502f7ef333da2a73e00db394,perfumery,54.0,391.0,3.0,479.0,14
78,978859c6048ded0fa8bf3b9ea8236387,housewares,59.0,299.0,1.0,350.0,14
1607,6490b9f63b0b595e1c1402b46b0f50ad,telephony,24.0,820.0,1.0,300.0,14
1103,51e8feeedd83467b86a79aa2769367c5,toys,52.0,429.0,5.0,150.0,14
1611,905b384ac5667170689505bbf30f1d07,bed,53.0,504.0,1.0,1600.0,14
1017,d26580768894ea0cdc9f19dc672956c2,housewares,44.0,586.0,3.0,3950.0,14
1356,78f29023586e374cdc3773ce0af6bd2c,construction,46.0,1148.0,1.0,2100.0,14
301,211293b50935ced8d4370f552c482d74,drinks,55.0,1736.0,3.0,226.0,14
371,1427b126f61597524866770b05d4eed2,computer,51.0,378.0,1.0,200.0,14
1617,2fd89f236e3e8f4b81b7b74f09f40186,toys,22.0,235.0,1.0,150.0,14
1050,de1eee6c50298db6028af08bd88a702a,housewares,48.0,313.0,1.0,1100.0,14
412,9759a740aa84f55b71c0c8c306a80737,beauty,43.0,507.0,1.0,1875.0,14
1046,001b72dfd63e9833e8c02742adf472e3,decoration,45.0,520.0,3.0,600.0,14
225,12f066474dfa3c415c169051c5e1967e,telephony,60.0,749.0,3.0,200.0,14
75,af56e0203193f066ed64cbbbbf95ae6a,sport,50.0,1290.0,3.0,750.0,14
370,f32415d23c358ef1e387a7d329d9ce9f,stationery,59.0,276.0,2.0,550.0,14
1628,7088744b00831b410bd17716cb578f39,computer,51.0,311.0,1.0,1013.0,14
1377,e2372fa4eec7531e44bb43844876e25b,beauty,60.0,886.0,1.0,500.0,14
14,2e511b5741ab14e7f5294df6f1310b03,computer,52.0,2515.0,1.0,188.0,14
607,a5e537da8376b8623758e0186bfa400f,portable,44.0,860.0,3.0,895.0,14
217,6abd84909e8ed79ef808c16f90b91093,beauty,56.0,389.0,1.0,250.0,14
1578,6f1b3488c5314b527201978357a8d85f,telephony,52.0,1487.0,1.0,343.0,14
156,d3060c543b1b88a647cc284ed7a9dd4a,pet,38.0,817.0,4.0,6200.0,14
1112,73bc42701d50d3c0673b38ea8fbe2e32,office,47.0,1194.0,1.0,16650.0,14
271,ffaf0af7eebb57c7f262b51ebb05dfd6,beauty,47.0,808.0,1.0,1255.0,14
544,81b6c7c058add831803fcbba6dcc1df2,bed,60.0,235.0,1.0,1400.0,14
543,60495adb1f1a49c8aea75e5e56a47a48,beauty,54.0,2736.0,1.0,150.0,14
159,8b51c6ccc9c0548c951214e1cd1547ff,bed,58.0,678.0,1.0,1000.0,14
1309,a5db7a80a8d9c9d49050360fceb6ffd4,stationery,47.0,84.0,1.0,300.0,14
1577,ddb9028236525b8ab493fc24f99e8d1a,bed,60.0,268.0,1.0,1800.0,14
1317,d322eb25f02924adba73e58dbc36b29c,gifts,34.0,494.0,1.0,300.0,14
1128,aa53b7499856e6df13008f34100cc336,decoration,53.0,629.0,1.0,1800.0,14
1481,4ff38de0673d41a0da1499e300720ef6,beauty,57.0,525.0,2.0,125.0,14
269,1d4de03a6141ce2a2ae5a97f51cabb37,bed,32.0,253.0,1.0,4050.0,14
1323,cce679660c66e6fbd5c8091dfd29e9cd,bed,43.0,125.0,1.0,250.0,14
256,2e64d11879c5bbda600381dbb5452a38,beauty,47.0,225.0,1.0,1350.0,13
195,3625fbaf8284047185fb0351f2f84ae3,sport,55.0,815.0,4.0,1600.0,13
787,210a8305d79b2f5719cbafb2c026797f,sport,60.0,521.0,1.0,650.0,13
1372,3f994ee4a0b20760d1b173aa65037c95,cool,56.0,708.0,2.0,5700.0,13
67,83b92639fffd1d55c9e04c77c86d8d2c,computer,56.0,901.0,1.0,280.0,13
1289,92503fc18ca14a8f32c182ce3f1b9f05,stationery,59.0,140.0,2.0,3450.0,13
60,6fd08d44046ab994b96ff38ad6fcfba1,babies,60.0,865.0,1.0,500.0,13
858,b931645cdc2d9868f01544e8db63f5ab,garden,59.0,398.0,6.0,4200.0,13
1406,913803e9e4b81c3fed4841cbbfdc59fd,sport,54.0,379.0,1.0,3650.0,13
76,cf1d8e226162a1d0ad61f29b7ed72d82,market,53.0,1377.0,2.0,250.0,13
1363,da6f9d8ce4950ad572b7b4fe7d7e6c90,beauty,46.0,2184.0,3.0,275.0,13
673,12a146749cb72ebfde01a89105df1897,sport,49.0,2009.0,4.0,233.0,13
